"questionnaire","item","skewness","conf_correlation","reversed","inattention_d","ci_low","ci_high","AD","CIT","SW"
"STAI","anxiety.16",0.295886590827433,-0.222300400655424,TRUE,-0.115533642511045,-0.336561140886899,0.105620625911113,0.0488022101658562,-0.0128336274101227,-0.00251461658030097
"STAI","anxiety.17",0.452597335223073,-0.0510632182213404,FALSE,0.0765033285667852,-0.144558028415522,0.297480678624092,0.00768359919214996,0.0303434657942322,0.00401205856352656
"STAI","anxiety.19",0.306522232121463,-0.121784239405988,TRUE,0.127020402592947,-0.0941667221994413,0.348068184857926,0.0332126542448078,-0.000523681303398848,-0.0019206138007274
"STAI","anxiety.20",0.397828170421029,-0.0195947271308864,FALSE,0.231663597304219,0.0100616493365759,0.453012153184412,0.0186328757915899,0.0219866027246382,0.00609202652171001
"OCI","ocir.2",0.239846537983021,0.105438009574145,FALSE,0.325728021068313,0.10357654862956,0.547524728790539,-0.00613470606081375,0.0297394257377381,0.00383355649101734
"OCI","ocir.3",0.5511401337006,0.142836203991171,FALSE,0.425480972975836,0.202565572566809,0.647935769292377,-0.0140226662618265,0.0339429930754937,0.011561874211813
"OCI","ocir.4",0.949194849745585,0.102453755402025,FALSE,0.597678559817983,0.373011647464192,0.821707514222179,-0.0073719633832808,0.0306000855435977,0.000663217139404237
"OCI","ocir.6",0.836656876410614,-0.019737412623058,FALSE,0.201294052878241,-0.0201661327409572,0.422533841053665,0.00677341236533195,0.0398361448793182,0.00309955839556764
"OCI","ocir.7",1.10858016646635,-0.0358359129774449,FALSE,0.155647830659249,-0.0656321421240058,0.376757147348711,0.000918216199904074,0.0252808109702991,-0.00310417543952694
"OCI","ocir.9",0.500587062521738,0.0536549759711291,FALSE,0.264110270637809,0.0423376024139247,0.485594459070444,-0.00946548042265024,0.0290217952042674,0.0125645112593319
"OCI","ocir.11",1.41658370295389,0.152910848423359,FALSE,0.520986426295998,0.297166706470324,0.744246217053257,-0.0103742854942442,0.039246103997516,0.00110836168996629
"OCI","ocir.12",0.916855542659455,0.0448830996224046,FALSE,0.379184602629588,0.156646831304464,0.60131066459155,0.00252461315312748,0.0453632483519851,0.000809871972926878
"OCI","ocir.13",0.63472787957658,0.0121541631281874,FALSE,0.279528395019647,0.0576676386551315,0.501084018803532,-0.00314290154110744,0.0236894738851502,0.00425534843850133
"OCI","ocir.15",0.659184349374606,0.128980485197813,FALSE,0.480108419291598,0.256696324672463,0.703002840181771,-0.0155476891866105,0.0332597294784761,0.0108465112346326
"OCI","ocir.18",1.30515056867331,-0.00899600701775552,FALSE,0.247112759442738,0.0254319909201882,0.468523395469472,0.0055434508488451,0.0450435302313488,-0.00215425816537861
"BIS","bis.6",0.618267077137484,-0.062942912554136,FALSE,0.189237448779923,-0.032171295110786,0.410438914732729,0.00912525432200789,0.0301859583960931,-0.00443302716543744
"BIS","bis.9",0.202746049529069,-0.118217610510194,TRUE,-0.115214188346018,-0.336241149496152,0.1059392027469,0.0211551566919331,0.00560323711594621,-0.00788213027290502
"BIS","bis.13",0.280457403902347,-0.0759137050253629,TRUE,-0.257079539944682,-0.478532623539327,-0.0353455473562831,0.0232638791096228,-0.0086853669918707,-0.0088719719882101
"BIS","bis.14",0.824303728535829,0.0529106536665056,FALSE,0.0162113255928645,-0.204763567438431,0.237168414548443,0.00733617644142489,0.0207775046507659,-0.0132500722223787
"BIS","bis.17",0.734496179199297,0.0926705750917162,FALSE,0.0559176019874836,-0.16510643687357,0.276880245247363,0.00921487134446079,0.0181214201092203,-0.0163895297790759
"BIS","bis.19",0.737327994107026,0.193832895466069,FALSE,0.183668445015101,-0.0377174793697944,0.404853146531754,0.00630986583384049,0.0163302822506748,-0.0172055414041425
"BIS","bis.20",0.274695482953789,-0.0532065901144064,TRUE,0.0311054955082426,-0.18988430514878,0.252061116983942,0.015146494425116,0.00129341933666975,-0.00655219626576073
"BIS","bis.22",0.620526247085973,-0.0240101132061701,FALSE,0.0118680590111357,-0.209103274187571,0.232826367713369,0.00671137924774963,0.0169691985931702,-0.0103557634101392
"BIS","bis.25",1.26044788651274,0.113295983038424,FALSE,0.217593960605858,-0.00394013870096611,0.438889950128714,0.0124452239724359,0.0142073731629459,-0.0115475720954906
"EAT","eat.1",0.0551827069993066,0.0298479549476188,FALSE,-0.264386685493397,-0.485872101051451,-0.0426124696871922,-0.003809791226199,0.0280204518463981,0.0043196254040171
"EAT","eat.11",-0.117457009838011,0.09869865710585,FALSE,0.0238073138908507,-0.197174655168584,0.244763127690842,-0.00427711934362197,0.033033591773549,0.00532113846325232
"AES","apathy.1",0.631917809975482,-0.0664242903910979,TRUE,0.134444235634917,-0.0867654518432952,0.355506473369574,0.0246837186763249,-0.00596888720507037,0.00149445876430473
"AES","apathy.2",0.445752501888014,-0.152261431216475,TRUE,-0.0982231938542371,-0.319224856869185,0.122886285403889,0.0307789734950547,-0.00886249150023471,-0.00513075635365447
"AES","apathy.7",-0.09016887248273,-0.19167530935307,TRUE,-0.390794452864253,-0.612999154702433,-0.16816572352609,0.0271230621649912,-0.0239417460157228,0.00975019696849675
"AES","apathy.8",0.606524726343025,-0.119675878132433,TRUE,-0.0626035013819695,-0.283570014770832,0.158431766209917,0.0206439506119964,-0.00241511900364209,-0.00690706836968189
"AES","apathy.16",0.576124791239983,-0.0963366041299219,TRUE,-0.191502837806676,-0.412711288633774,0.0299153643222456,0.0243724824946058,-0.00975892761384632,-0.00731391520158142
"AES","apathy.17",0.303914368071238,-0.199661931055181,TRUE,-0.18188206393657,-0.403061507459757,0.0394966641001775,0.0440963272422447,-0.0213751668468989,0.00155382792218914
"AES","apathy.18",0.297064389507785,-0.221216796114703,TRUE,-0.345122476919796,-0.567032445100924,-0.122837027939483,0.050243444924185,-0.0245143383707521,0.000778746863205815
